"Id"	"Sireid"	"Damid"	"MGdamid"	"MGsireid"	"PGdamid"	"PGsireid"	"Batch"	"Ptype1"	"Ptype2"	"Ptype3"	"Ftype1"	"Ftype2"	"Ftype3"
2643	1029	1229	126	6	116	1	1	271.64	523.92	119.9	-110.8	-41.88	-50.45
2644	1029	1229	126	6	116	1	1	55.3	103.97	260.96	243.46	312.69	303.01
2645	1029	1229	126	6	116	1	1	210.84	282.94	305.28	140.8	206.33	206.36
2646	1030	1230	126	6	121	1	2	173.27	308.19	353.05	200.77	266.44	267.31
2647	1030	1230	126	6	121	1	2	212.36	446.18	417.85	224.2	294.8	291.33
2648	1030	1230	126	6	121	1	2	142.72	84.26	171.33	54.27	128.04	122.7
2649	1030	1230	126	6	121	1	2	240.25	129.95	242.42	30.04	94.52	94.4
2650	1030	1230	126	6	121	1	2	408.97	642.94	416.59	37.73	103.68	108.2
2651	1031	1231	131	6	102	2	1	331.81	321.2	420.47	129.2	246.41	180.93
2652	1031	1231	131	6	102	2	1	204.8	386.43	419.28	264.45	393.06	314.08
2653	1031	1231	131	6	102	2	1	247.25	274.51	202.99	-3.85	115.94	43.34
2654	1031	1231	131	6	102	2	1	200.59	402.93	353.03	194.58	323.59	243.88
2655	1031	1231	131	6	102	2	1	299.55	240.64	256.94	-3.13	123.14	49.19
2656	1032	1232	131	6	107	2	2	251.15	306.89	390.02	168.24	275.81	208.07
2657	1032	1232	131	6	107	2	2	251.94	267.42	303.31	81.27	186.76	126
2658	1032	1232	131	6	107	2	2	180.01	348.12	193.04	41.1	140.38	88.22
2659	1032	1232	131	6	107	2	2	240.07	320.89	348.58	145.39	247.64	193.58
2660	1032	1232	131	6	107	2	2	87.34	154.2	134.12	71.97	179.7	112.74
2661	1033	1233	131	6	112	2	1	439.01	529.09	438.14	39.58	174.66	103.32
2662	1033	1233	131	6	112	2	1	288.19	398.49	382.25	134.23	268.13	204.9
2663	1033	1233	131	6	112	2	1	431.74	404.86	441.29	46.44	175.07	117.57
2664	1033	1233	131	6	112	2	1	285.73	197.7	397.39	148.89	290.41	219.75
2665	1033	1233	131	6	112	2	1	415.36	493.36	539.66	167.57	297.48	244.35
2666	1034	1234	131	6	117	2	2	242.84	209.24	266.33	51.05	110.94	99.79
2667	1034	1234	131	6	117	2	2	356.73	510.48	495.02	161.79	217.78	217.1
2668	1034	1234	131	6	117	2	2	373.16	387.06	465.46	122.16	189.81	177.96
2669	1034	1234	131	6	117	2	2	247.87	332.05	307.3	90.29	155.45	150.59
2670	1034	1234	131	6	117	2	2	326.93	466.51	319.99	16.87	78.65	78.28
2671	1035	1235	131	6	122	2	1	347.18	608.32	482.24	180.79	307.84	257.1
2672	1035	1235	131	6	122	2	1	397.22	550.97	455.69	113.89	244.19	189.54
2673	1035	1235	131	6	122	2	1	260.51	94.56	321.27	106.86	239.06	186.58
2674	1035	1235	131	6	122	2	1	280.63	395.31	513.47	276.73	402.8	354.73
2675	1035	1235	131	6	122	2	1	379.48	416.76	424.59	83.79	216.79	150.13
2676	1036	1236	136	6	103	3	2	271.16	444.55	233.96	-9.8	99.35	40.23
2677	1036	1236	136	6	103	3	2	173.68	251.41	276.69	123.81	233.5	177.86
2678	1036	1236	136	6	103	3	2	436.6	501.7	566.54	157.01	271.31	208.8
2679	1036	1236	136	6	103	3	2	294.19	343.82	490.08	219.25	329.63	265.44
2680	1036	1236	136	6	103	3	2	328.55	508.28	427.72	128.79	242.08	186.56
2681	1037	1237	136	6	108	3	1	80.71	59.72	148.03	114.5	250.85	189.81
2682	1037	1237	136	6	108	3	1	347.9	287.88	501.91	199.06	333.39	275.18
2683	1037	1237	136	6	108	3	1	319.24	309.18	400.66	123.77	257.54	197.67
2684	1037	1237	136	6	108	3	1	320.65	423.34	409.75	131.73	269.07	200.23
2685	1037	1237	136	6	108	3	1	316.11	476.85	485.57	216.82	355.61	284.66
2686	1038	1238	136	6	113	3	2	164.06	233.8	121.92	-13.21	81.45	64.32
2687	1038	1238	136	6	113	3	2	235.2	333.67	369.81	167.27	265.97	243.43
2688	1038	1238	136	6	113	3	2	115.48	233.27	182.47	93.8	189.08	173.42
2689	1038	1238	136	6	113	3	2	363.61	487.66	315.27	-27.29	65.2	46.98
2690	1038	1238	136	6	113	3	2	137.95	186.72	149.59	42.93	136.68	109.18
2691	1039	1239	136	6	118	3	1	325.68	557.68	287.04	8.26	139.71	95.21
2692	1039	1239	136	6	118	3	1	368.93	392.73	384.6	55.64	196.64	131.89
2693	1039	1239	136	6	118	3	1	388.35	502.08	443.45	97.97	235.76	177.4
2694	1039	1239	136	6	118	3	1	396.74	482.29	392.08	38.22	175.97	114.75
2695	1039	1239	136	6	118	3	1	372.79	428.95	528.55	204.14	338.12	280.47
2696	1040	1240	136	6	123	3	2	256.15	440.95	360.69	132.39	206.93	201.33
2697	1040	1240	136	6	123	3	2	162.76	293.72	149.37	8.42	93.54	73.91
2698	1040	1240	136	6	123	3	2	304.08	448.68	587.06	315.96	390.47	388.57
2699	1040	1240	136	6	123	3	2	354.97	422.04	400.78	62.77	129.57	136.58
2700	1040	1240	136	6	123	3	2	240.71	231.27	299.58	84.95	159.68	158.93
2701	1041	1241	141	6	104	4	1	279.47	508.11	532.86	292.72	426.2	347.19
2702	1041	1241	141	6	104	4	1	291.03	348.14	437.73	193.14	328.96	245.97
2703	1041	1241	141	6	104	4	1	555.69	648.26	851	343.9	487.14	389.69
2704	1041	1241	141	6	104	4	1	369.6	530.48	403.7	71.18	209.87	119.44
2705	1041	1241	141	6	104	4	1	357.72	443.66	357.11	43.35	182.98	95.57
2706	1042	1242	141	6	109	4	2	252.63	256.42	241.27	20.38	146.6	76.57
2707	1042	1242	141	6	109	4	2	175.48	220.79	357.91	208.67	342.33	266.26
2708	1042	1242	141	6	109	4	2	317.69	383.91	254.1	-41.88	89.2	25.52
2709	1042	1242	141	6	109	4	2	244.43	178.54	297.28	74.24	205.88	131.53
2710	1042	1242	141	6	109	4	2	291.47	385.93	259.17	-5.61	124.84	56.39
2711	1043	1243	141	6	114	4	1	352.62	382.87	445.76	138.42	241.54	202.17
2712	1043	1243	141	6	114	4	1	275.73	460.23	267.05	35.58	147.73	100.14
2713	1043	1243	141	6	114	4	1	327.16	334.01	221.57	-60.34	44.92	5.77
2714	1043	1243	141	6	114	4	1	187.81	369.21	207.03	59.21	163.1	123.48
2715	1043	1243	141	6	114	4	1	432.55	392.94	655.09	257.84	369.54	324.55
2716	1044	1244	141	6	119	4	2	227.07	409.53	198.04	-1.72	82.99	72.45
2717	1044	1244	141	6	119	4	2	265.79	326.52	432.88	187.91	280.88	258.55
2718	1044	1244	141	6	119	4	2	325.67	516.98	330.99	31.92	118.17	104.32
2719	1044	1244	141	6	119	4	2	223.67	366.53	367.52	171.14	263.26	248.38
2720	1044	1244	141	6	119	4	2	234.06	270.31	156.49	-48.28	45.53	25.99
2721	1045	1245	141	6	124	4	1	199	259.51	230.44	74.79	142.72	120.86
2722	1045	1245	141	6	124	4	1	183.32	426.2	235.07	92.43	161.91	132.13
2723	1045	1245	141	6	124	4	1	202.68	177.79	265.17	106.16	177.59	148.39
2724	1045	1245	141	6	124	4	1	35.39	122.99	-212.69	-201.56	-136.07	-152.17
2725	1045	1245	141	6	124	4	1	211.25	312.13	234.11	61.24	130.55	105.9
2726	1046	1246	146	6	105	5	2	188.9	298.45	310.69	144.59	263.95	216.55
2727	1046	1246	146	6	105	5	2	227.11	509.07	267.13	67.59	185.44	145.71
2728	1046	1246	146	6	105	5	2	238.5	349.55	427.27	219.33	338.09	294.88
2729	1046	1246	146	6	105	5	2	314.12	414.53	547.07	260.72	382.45	337.23
2730	1046	1246	146	6	105	5	2	457.49	641.83	382.03	-48.77	71.34	28.62
2731	1047	1247	146	6	110	5	1	369.89	488.2	504.4	176.46	275.86	250.98
2732	1047	1247	146	6	110	5	1	414.38	475.21	410.62	47.58	146.19	120.14
2733	1047	1247	146	6	110	5	1	396.04	496.2	512.24	156.32	246.9	232.79
2734	1047	1247	146	6	110	5	1	323.7	281.97	461.06	184.49	282.78	260.37
2735	1047	1247	146	6	110	5	1	360.67	352.43	467	155.71	248.9	225.39
2736	1048	1248	146	6	115	5	2	322.21	383.82	449.95	160.79	239.7	203.88
2737	1048	1248	146	6	115	5	2	313.44	436.02	360.75	75.79	156.77	117.64
2738	1048	1248	146	6	115	5	2	171.35	276.44	257.85	112.18	188.98	155.78
2739	1048	1248	146	6	115	5	2	270.17	257.46	394.65	156.14	224.53	204.64
2740	1048	1248	146	6	115	5	2	202.19	256.38	219.24	47.47	111.63	97.45
2741	1049	1249	146	6	120	5	1	335.58	358.87	312.6	14.12	88.71	67.81
2742	1049	1249	146	6	120	5	1	226.02	336.88	345.63	164.97	247.09	215.7
2743	1049	1249	146	6	120	5	1	220.32	352.37	294.98	123.31	190.1	177.54
2744	1049	1249	146	6	120	5	1	202.37	232.26	392.75	230.59	308.53	281.28
2745	1049	1249	146	6	120	5	1	262.33	513.68	328.56	113.72	192.66	165.44
2746	1050	1250	146	6	125	5	2	389.6	406.05	475.27	120.07	238.67	186.32
2747	1050	1250	146	6	125	5	2	331.58	467.55	353.63	49.44	176.02	119.48
2748	1050	1250	146	6	125	5	2	241.39	168.09	288.7	76.47	200.08	147.76
2749	1050	1250	146	6	125	5	2	514.54	706.42	583.4	97.23	219.38	170.35
2750	1050	1250	146	6	125	5	2	331.4	366.34	438.66	132.03	259.07	206.39
2751	1001	1251	127	7	150	10	1	226.45	316.34	349.76	163.84	282.13	216.44
2752	1001	1251	127	7	150	10	1	342.94	503.73	364.09	76.92	199.09	128.7
2753	1001	1251	127	7	150	10	1	447.68	518.96	494.96	85.21	207.58	140.28
2754	1001	1251	127	7	150	10	1	198.36	402.44	302.42	143.02	263.49	195.87
2755	1001	1251	127	7	150	10	1	210.08	324.55	320.05	151.08	265.2	212.45
2756	1002	1252	127	7	145	10	2	141.22	257.31	322.88	213.6	282.77	258.29
2757	1002	1252	127	7	145	10	2	201.58	392.85	409.6	231.34	302.35	274.18
2758	1002	1252	127	7	145	10	2	217.84	226.6	292.99	104.9	173.95	147.63
2759	1002	1252	127	7	145	10	2	229.56	260.26	214.6	13.62	81.57	66.95
2760	1002	1252	127	7	145	10	2	130.04	168.78	252.68	145.6	206.61	185.62
2761	1003	1253	127	7	140	10	1	305.21	221.52	473.52	209.34	347.23	279.24
2762	1003	1253	127	7	140	10	1	377.21	394.66	401.72	68.6	206.03	143.47
2763	1003	1253	127	7	140	10	1	240.72	365.65	393.54	198.85	330.52	269.66
2764	1003	1253	127	7	140	10	1	274.26	397.33	282.14	47.05	178.78	119.66
2765	1003	1253	127	7	140	10	1	399.73	422.58	454.74	103.05	237.67	169.4
2766	1004	1254	127	7	135	10	2	208.4	354.75	350.11	165.72	294.13	222.68
2767	1004	1254	127	7	135	10	2	329.83	359.5	511.74	214.98	345.87	270.97
2768	1004	1254	127	7	135	10	2	188.94	279.24	351.33	190.41	327.1	249.91
2769	1004	1254	127	7	135	10	2	356.36	417.01	450.77	117.73	243.71	173.89
2770	1004	1254	127	7	135	10	2	362.47	323.54	407.63	71.18	204.56	131.37
2771	1005	1255	127	7	130	10	1	403.79	660.97	541.86	182.47	314.32	248.42
2772	1005	1255	127	7	130	10	1	419.41	358.07	743.75	365.72	491.25	431.73
2773	1005	1255	127	7	130	10	1	352.68	442.51	457.17	144.48	273.15	212.18
2774	1005	1255	127	7	130	10	1	379.6	528	416.69	80.99	210.83	153.33
2775	1005	1255	127	7	130	10	1	390	468.41	468.81	130.46	253.89	188.77
2776	1006	1256	132	7	149	9	2	189.58	211.16	265	101.35	181.64	184.03
2777	1006	1256	132	7	149	9	2	238.81	333.46	186	-25.72	48.35	45
2778	1006	1256	132	7	149	9	2	179.63	291.05	268.72	118.36	190.76	190.02
2779	1006	1256	132	7	149	9	2	228.46	313.55	384.26	178.19	258.28	249.85
2780	1006	1256	132	7	149	9	2	482.68	405.03	679.95	223.91	301.84	308.3
2781	1007	1257	132	7	144	9	1	258.82	401.05	466.59	252.94	325	316.76
2782	1007	1257	132	7	144	9	1	282.01	399.22	275.12	37.32	101.87	100.44
2783	1007	1257	132	7	144	9	1	219.48	305.09	296.62	124.44	187.47	190.93
2784	1007	1257	132	7	144	9	1	319.1	475.93	504.83	230.3	299.83	291.57
2785	1007	1257	132	7	144	9	1	419.21	455.98	566.69	194.54	266.68	254.74
2786	1008	1258	132	7	139	9	2	236.32	327.75	304.62	103.21	206.89	160.94
2787	1008	1258	132	7	139	9	2	288.04	357.24	358.81	96.12	205.92	145.94
2788	1008	1258	132	7	139	9	2	255.66	240.23	434.71	207.5	310.57	257.59
2789	1008	1258	132	7	139	9	2	108.74	158.93	154.02	69.05	173.23	120.52
2790	1008	1258	132	7	139	9	2	314.68	454.63	366.59	74.91	184.66	132.65
2791	1009	1259	132	7	134	9	1	363.68	350.71	438.48	113.6	211.03	155.18
2792	1009	1259	132	7	134	9	1	362.35	583.44	437.33	114.01	224.49	161.33
2793	1009	1259	132	7	134	9	1	206.26	242.84	188.25	28.93	128.42	63.25
2794	1009	1259	132	7	134	9	1	105.26	69.81	60.43	-3.32	108.23	43.45
2795	1009	1259	132	7	134	9	1	254	517.36	203.8	-5.96	95.91	42.97
2796	1010	1260	132	7	129	9	2	276.91	428.38	520.42	276.05	404.81	328.79
2797	1010	1260	132	7	129	9	2	193.07	143.24	417.24	254.55	384.1	305.19
2798	1010	1260	132	7	129	9	2	189.96	329.96	374.07	206.99	324.01	255.01
2799	1010	1260	132	7	129	9	2	184.53	224.1	223.58	59.07	185.78	102.88
2800	1010	1260	132	7	129	9	2	186.6	169.72	290.56	127.79	248.24	169.16
2801	1011	1261	137	7	148	8	1	338.8	547.91	508.95	219.44	334.51	291.44
2802	1011	1261	137	7	148	8	1	254.26	421.32	302.59	96.3	212.04	163.18
2803	1011	1261	137	7	148	8	1	366.93	451.58	389.49	71.44	190.08	130.81
2804	1011	1261	137	7	148	8	1	230.27	371.82	417.29	230.04	342.39	299.3
2805	1011	1261	137	7	148	8	1	381.44	685.83	421.83	82.92	196.37	156.24
2806	1012	1262	137	7	143	8	2	182.75	300.06	204.36	50.44	121.7	114.12
2807	1012	1262	137	7	143	8	2	397.02	602.23	528.2	155.42	226.8	221.72
2808	1012	1262	137	7	143	8	2	279.93	360.37	430.15	174.6	255.16	236.76
2809	1012	1262	137	7	143	8	2	408	676.53	436.51	57.72	134.46	127.82
2810	1012	1262	137	7	143	8	2	184.33	192.55	490.15	336.84	414.48	399.9
2811	1013	1263	137	7	138	8	1	179.64	278.55	237.78	98.37	192.19	159.55
2812	1013	1263	137	7	138	8	1	201.17	310.46	321	167.93	259.2	234.27
2813	1013	1263	137	7	138	8	1	311.68	461.05	282.02	8.47	107	65.49
2814	1013	1263	137	7	138	8	1	266.97	344.84	303.11	78.45	174.15	141.48
2815	1013	1263	137	7	138	8	1	280.41	374.95	344.01	105.27	197.74	162.85
2816	1014	1264	137	7	133	8	2	312.98	305.27	493.7	213.5	322.61	284.67
2817	1014	1264	137	7	133	8	2	340.04	323.44	375.99	62.26	163.83	145.28
2818	1014	1264	137	7	133	8	2	329.46	418.87	405.59	105.65	219.82	186.18
2819	1014	1264	137	7	133	8	2	245.6	285.49	395.3	178.34	283.88	248.66
2820	1014	1264	137	7	133	8	2	282.55	484.26	337.9	79.62	189.69	155.82
2821	1015	1265	137	7	128	8	1	431.01	714.73	486.09	110.69	190.57	168.19
2822	1015	1265	137	7	128	8	1	322.17	435.84	316.92	39.99	118.56	93.99
2823	1015	1265	137	7	128	8	1	190.22	229.52	139.53	-1.64	85.37	57.1
2824	1015	1265	137	7	128	8	1	409.39	548.2	476.96	106.39	193.17	167.25
2825	1015	1265	137	7	128	8	1	205.26	337.77	66.87	-99.15	-8.64	-30.58
2826	1016	1266	142	7	147	7	2	279.71	410.16	362.55	106.29	216.03	180.17
2827	1016	1266	142	7	147	7	2	459.63	645.7	458.44	31.28	139.23	102.18
2828	1016	1266	142	7	147	7	2	225.86	300.14	420.67	215.54	327.47	286.57
2829	1016	1266	142	7	147	7	2	355.45	482.64	511.33	183.04	295.54	260.13
2830	1016	1266	142	7	147	7	2	285.98	392.84	380.86	118.87	228.2	188.95
2831	1017	1267	142	7	142	7	1	247.22	359.54	261.17	54.15	172.95	109.87
2832	1017	1267	142	7	142	7	1	369.7	389.76	473.71	155.32	286.02	218.44
2833	1017	1267	142	7	142	7	1	459.51	522.16	536.48	121.31	251.78	179.68
2834	1017	1267	142	7	142	7	1	492.16	472.17	715.55	266.92	399.14	331.64
2835	1017	1267	142	7	142	7	1	316.76	490.06	418.2	144.26	271.96	208.69
2836	1018	1268	142	7	137	7	2	348.01	490.24	411.56	89.48	211.74	131.04
2837	1018	1268	142	7	137	7	2	239.7	319.4	447.22	234.6	359.04	277.39
2838	1018	1268	142	7	137	7	2	329.43	482.55	416.5	111.85	228.44	160.39
2839	1018	1268	142	7	137	7	2	131.72	222.27	58.52	-43.6	75.57	-5.93
2840	1018	1268	142	7	137	7	2	385.54	376.49	321.76	-35.57	86.59	7.85
2841	1019	1269	142	7	132	7	1	248.79	293.97	404.74	195.73	308.1	264.31
2842	1019	1269	142	7	132	7	1	270.16	239.64	295.64	60.51	181.6	125.62
2843	1019	1269	142	7	132	7	1	264.5	327.32	324.99	100.36	222.8	171.03
2844	1019	1269	142	7	132	7	1	358.08	405.06	506.4	189.99	311.86	254.14
2845	1019	1269	142	7	132	7	1	184.83	445.73	82.85	-61.56	55.23	2.01
2846	1020	1270	142	7	127	7	2	302.02	343.47	496.94	221.2	309.8	274.61
2847	1020	1270	142	7	127	7	2	321.86	485.7	326.31	29.78	124.69	80.55
2848	1020	1270	142	7	127	7	2	243.35	224.11	105.44	-110.86	-20.05	-59.01
2849	1020	1270	142	7	127	7	2	208.69	202.5	371.33	190.95	282.61	238.48
2850	1020	1270	142	7	127	7	2	305.76	248.7	345.48	68.47	159.43	119.42
2851	1021	1271	147	7	146	6	1	218.86	357.21	496.61	317.67	392.94	387.67
2852	1021	1271	147	7	146	6	1	212.96	340.45	261.84	83.8	157.7	152.2
2853	1021	1271	147	7	146	6	1	399.01	581.22	503.6	148.93	229.32	221.37
2854	1021	1271	147	7	146	6	1	297.17	375.76	258.15	2.79	81.16	75.71
2855	1021	1271	147	7	146	6	1	327	410.9	409.29	116.53	196.02	185
2856	1022	1272	147	7	141	6	2	150.93	217.03	232.78	105.85	183.46	144.06
2857	1022	1272	147	7	141	6	2	254.98	196.35	245.87	17.72	85.52	61.29
2858	1022	1272	147	7	141	6	2	302.5	383.92	221.93	-53.57	26.11	-0.79
2859	1022	1272	147	7	141	6	2	253.29	283	301.65	67.52	147.29	113.25
2860	1022	1272	147	7	141	6	2	119.3	257.49	304.9	215.72	287.79	258.79
2861	1023	1273	147	7	136	6	1	322.84	439.74	376.2	98.96	172.57	177.87
2862	1023	1273	147	7	136	6	1	350.61	361.86	426.42	115.52	186.53	192.06
2863	1023	1273	147	7	136	6	1	377.12	393.95	292.88	-36.09	38.46	41.25
2864	1023	1273	147	7	136	6	1	67.54	220.99	200.36	168.22	247.33	246.2
2865	1023	1273	147	7	136	6	1	227.74	238.62	264.95	66.05	138.28	139.96
2866	1024	1274	147	7	131	6	2	420.21	412.23	524.76	131.03	245.25	174.55
2867	1024	1274	147	7	131	6	2	239.5	467.03	349.24	141.53	254.64	186.04
2868	1024	1274	147	7	131	6	2	197.19	412.59	259.96	84.84	200.22	131.02
2869	1024	1274	147	7	131	6	2	203.6	353.41	279.82	108.04	219.83	154.84
2870	1024	1274	147	7	131	6	2	319.32	428.11	395.83	104.52	219.55	152.34
2871	1025	1275	147	7	126	6	1	312.75	371.8	489.55	226.28	330.61	272.67
2872	1025	1275	147	7	126	6	1	218.02	296.01	183.3	8.33	115.57	57.73
2873	1025	1275	147	7	126	6	1	278.44	450.86	275.31	41.6	140.5	92.74
2874	1025	1275	147	7	126	6	1	262.28	308.45	389.67	169.12	268.36	217.84
2875	1025	1275	147	7	126	6	1	270.54	335.2	369.83	144.39	246.45	189.21
2876	1026	1276	128	8	101	1	2	333.17	413.72	419.47	104.04	192.46	153.61
2877	1026	1276	128	8	101	1	2	232.9	275.87	286.3	77.99	168.18	127.18
2878	1026	1276	128	8	101	1	2	222.19	305.54	405.98	216.42	303.57	263.37
2879	1026	1276	128	8	101	1	2	343.81	374.31	481.42	164.56	247.56	211.82
2880	1026	1276	128	8	101	1	2	306.07	257.4	399.09	118.64	211.93	168.91
2881	1027	1277	128	8	106	1	1	292.05	511.61	415.98	164.89	265.35	212.07
2882	1027	1277	128	8	106	1	1	284.37	239.07	470.36	233.29	324.56	280.25
2883	1027	1277	128	8	106	1	1	391.3	398.98	375.13	27.49	122.44	72.79
2884	1027	1277	128	8	106	1	1	211.11	231.78	294.28	124.77	224.1	170.53
2885	1027	1277	128	8	106	1	1	326.62	430.59	385.66	92.86	191.59	131.46
2886	1028	1278	128	8	111	1	2	239.19	271.07	314.39	103.64	200.02	157.75
2887	1028	1278	128	8	111	1	2	210.99	57.27	196.2	12.07	101.54	75.01
2888	1028	1278	128	8	111	1	2	362.95	315.34	321.57	-11.15	75.83	46.96
2889	1028	1278	128	8	111	1	2	135.21	353.54	377.13	270.62	363.66	328.48
2890	1028	1278	128	8	111	1	2	223.41	207.32	220.32	23.66	108.19	80.96
2891	1029	1279	128	8	116	1	1	289.02	318.53	432.84	189.12	256.42	267.76
2892	1029	1279	128	8	116	1	1	334.44	500.03	175.25	-120.92	-51.89	-47.39
2893	1029	1279	128	8	116	1	1	298.45	309.62	350.88	96.34	159.55	179.58
2894	1029	1279	128	8	116	1	1	330.48	226.41	403.59	112.26	175.32	192.44
2895	1029	1279	128	8	116	1	1	256.51	244.39	334.85	123.29	190.18	206.02
2896	1030	1280	128	8	121	1	2	307.82	374.34	347.52	61.14	127.78	138.11
2897	1030	1280	128	8	121	1	2	281.77	421.36	315.65	62.27	128.63	143.59
2898	1030	1280	128	8	121	1	2	126.51	242.24	269.33	164.19	226.46	238.55
2899	1030	1280	128	8	121	1	2	311.57	426.15	441.12	159.28	227.15	239.6
2900	1030	1280	128	8	121	1	2	354.11	588.64	446.16	121.66	192.02	202.92
2901	1031	1281	133	8	102	2	1	425.16	531.66	439.21	57.23	184.87	103.91
2902	1031	1281	133	8	102	2	1	237.17	395.62	357.5	170.25	296.36	224.76
2903	1031	1281	133	8	102	2	1	455.41	440.15	536.46	120.16	243.15	169.1
2904	1031	1281	133	8	102	2	1	183.55	208.96	221.67	84.14	210.01	132.67
2905	1031	1281	133	8	102	2	1	375.6	629.07	433.62	104.3	229.58	164.54
2906	1032	1282	133	8	107	2	2	195.27	361.05	212.32	42.72	151.16	110.52
2907	1032	1282	133	8	107	2	2	366.36	477.94	425.29	89.47	195.18	152.75
2908	1032	1282	133	8	107	2	2	240.17	359.2	379.01	164.98	270.41	230.44
2909	1032	1282	133	8	107	2	2	277.96	448.25	346.54	93.69	200.86	165.46
2910	1032	1282	133	8	107	2	2	253.8	427.41	288.11	58.84	159.91	131.96
2911	1033	1283	133	8	112	2	1	241.34	434.34	210.63	14.92	145.67	83.43
2912	1033	1283	133	8	112	2	1	392.59	493.49	626.48	281.61	422.03	356.31
2913	1033	1283	133	8	112	2	1	325.24	445.45	246.15	-41.37	84.11	25.89
2914	1033	1283	133	8	112	2	1	262.97	232.01	329.2	101.87	235.55	168.77
2915	1033	1283	133	8	112	2	1	393.48	478.64	471.35	123.21	249.95	191.47
2916	1034	1284	133	8	117	2	2	376.76	519.08	453.27	97.23	164.79	138.13
2917	1034	1284	133	8	117	2	2	279.24	382.3	433.91	186.4	254.61	234.21
2918	1034	1284	133	8	117	2	2	378.48	612.81	348.29	-1.48	65.26	54
2919	1034	1284	133	8	117	2	2	40.35	-18.51	-31.26	-45.28	18.12	5.37
2920	1034	1284	133	8	117	2	2	205.1	310.23	201.77	20.94	89.84	72.96
2921	1035	1285	133	8	122	2	1	287.41	348.09	428.49	184.61	314.4	235.49
2922	1035	1285	133	8	122	2	1	276.33	335.68	359.88	130.23	262.13	177.49
2923	1035	1285	133	8	122	2	1	432.2	575.92	589.14	198.54	333.86	248.66
2924	1035	1285	133	8	122	2	1	276.24	311.34	327.08	92.4	226.22	142.25
2925	1035	1285	133	8	122	2	1	194.54	175.48	281.44	136.28	266.38	174.6
2926	1036	1286	138	8	103	3	2	275.55	306.8	371.69	121.41	228.75	157.79
2927	1036	1286	138	8	103	3	2	205.61	245.95	481.19	300.78	407.88	341.02
2928	1036	1286	138	8	103	3	2	130.38	69.22	123.74	26.62	142.57	67.94
2929	1036	1286	138	8	103	3	2	114	215.36	437.03	352.45	461.29	386.93
2930	1036	1286	138	8	103	3	2	274.29	385.86	329.24	72.83	179.98	116.44
2931	1037	1287	138	8	108	3	1	408.55	424.54	460.35	90.26	228.91	148.9
2932	1037	1287	138	8	108	3	1	384.02	486.31	471.2	126.28	266.81	179.65
2933	1037	1287	138	8	108	3	1	308.02	337.8	319.53	48.38	187.06	102.57
2934	1037	1287	138	8	108	3	1	250.32	354.51	417.59	211.78	344.6	270.86
2935	1037	1287	138	8	108	3	1	221.92	415.41	227.09	58.06	187.53	113.06
2936	1038	1288	138	8	113	3	2	307.98	394.65	469.73	187.32	280.1	234.3
2937	1038	1288	138	8	113	3	2	363.76	557.59	420.68	84.37	169.55	133.57
2938	1038	1288	138	8	113	3	2	231.43	456.45	227.5	27.02	122.35	77.03
2939	1038	1288	138	8	113	3	2	227.01	467.79	379.21	172.17	260.98	215.93
2940	1038	1288	138	8	113	3	2	303.03	445.1	496.78	216.63	314.37	263.7
2941	1039	1289	138	8	118	3	1	246.61	338.54	425.08	215.22	350.95	250.21
2942	1039	1289	138	8	118	3	1	288.91	385.91	271.52	23.36	164.81	63.85
2943	1039	1289	138	8	118	3	1	348.85	474	407.39	103.38	243.4	139.29
2944	1039	1289	138	8	118	3	1	333.82	293.75	198.61	-93.28	46.19	-50.41
2945	1039	1289	138	8	118	3	1	293.57	330.78	375.66	122.88	255.22	165.49
2946	1040	1290	138	8	123	3	2	201.41	291.47	321.64	144.58	218.52	200.2
2947	1040	1290	138	8	123	3	2	188.42	238.25	320.81	164.57	245.73	225.52
2948	1040	1290	138	8	123	3	2	219.7	397.05	319.74	127.3	197.25	188.02
2949	1040	1290	138	8	123	3	2	292.71	455.98	511.18	250.26	323.53	312.11
2950	1040	1290	138	8	123	3	2	261.98	466.26	564.67	337.15	408.5	397.56
2951	1041	1291	143	8	104	4	1	368.5	509.03	569.09	240.23	376.93	293.66
2952	1041	1291	143	8	104	4	1	192.21	311.57	192.08	43.23	186.79	95.26
2953	1041	1291	143	8	104	4	1	219.26	295.02	275.95	104.13	236.22	159.03
2954	1041	1291	143	8	104	4	1	331.82	490.98	409.28	123.83	263.5	175.42
2955	1041	1291	143	8	104	4	1	317.71	380.6	356.37	86.31	222.86	137.14
2956	1042	1292	143	8	109	4	2	330.49	488.79	399.58	96.72	232.49	155.91
2957	1042	1292	143	8	109	4	2	298.47	335.6	422.16	142.21	272.5	202.88
2958	1042	1292	143	8	109	4	2	394.57	548.64	523.53	145.89	282.75	203.05
2959	1042	1292	143	8	109	4	2	306.68	389.66	410.17	131.22	264.3	199.49
2960	1042	1292	143	8	109	4	2	443.06	500.4	529.55	120.53	250.11	181.05
2961	1043	1293	143	8	114	4	1	303.53	481.57	512.27	251.16	358.33	313.46
2962	1043	1293	143	8	114	4	1	402.58	345.38	393.79	38.87	144.99	110.99
2963	1043	1293	143	8	114	4	1	239.47	356.92	269.6	77.93	187.83	143.18
2964	1043	1293	143	8	114	4	1	420.24	436.49	554.77	177.73	284.1	243.19
2965	1043	1293	143	8	114	4	1	168.44	229.19	283.12	160.79	267.82	223.14
